predicted_target,prob_computer,prob_forsale,prob_recreation,prob_religion,prob_science,original_text,original_target,target,n_tokens,string_size,timestamp
religion,0.0126993962896422,0.0039601364643462,0.022835139453727,0.9218760594898068,0.0386292683024777,"[..]   Hello.  Firstly, what do you exactly mean by ""fundamentalist""?  I will for the time being assume that what you mean is that your friend believes that the bible is God's word to mankind?  I suspect that what happened to him is what he'll call being ""born again""?  Anyway, was that recent? If the answer is ""yes"" to all the questions above, it is quite understandable.  However, IMO, I'ld rather give advice to your friend! I think I've been through something similar to him, and one thing I can say is that the basic problem is that each of you are now trying to communicate from different worldviews.  Why he talks about those things is because they are now ""obvious"" to him.  What is ""obvious"" to him is not obvious to you.  Secondly, why he may be very persuasive is because from his point of view, he has been on ""both sides of the fence"".  This I mean that before he turned ""fundamentalist"", you two are agreeable because both of you see things from the same side.  If suddenly, as if a new world of reality has suddenly opened up to him, it is like the discovery of let's say a new continent, or a new planet.  To him, he's got to tell you because he has seen something much more wonderful than where he was, and what he thinks is much better than where you are now. You have got to realise that from his point of view, he means well to you, eventhough he may end up offending you.  To him, it is worth that risk.  Nevertheless, it is really up to him to respect where you stand and listen to you as well.  At this moment, it may be difficult because he is either very excited or feel it is too urgent to keep quiet about, however, he may not realise that he's really putting you off.  [...]   So far, I've only been trying to explain things from his side.  However, I do understand how you feel too, because I wasn't a Christian for a good part of my life as well.  I was quite turned off by Christians or ""fundamentalists"" who were really all out and enthusiastic about their faith.  They really scared me, to tell you the truth.  Unfortunately, ""religious belief"" is a very personal thing, just as your agnosticism is also a very personal thing to you.  Since the Christian belief is inevitably at odds with anything non-Christian (religious or otherwise), it will be a touchy matter.  Like all friendships, it will take both sides to do their part to make it work.  In this matter, maybe you can do your part by telling him nicely that you are not able to dig what he's trying to convince you about, that it's beyond you or not your concern ""for now"".  Don't tell him it's nonsense, because to him it is reality - and that would be a real insult.  He'll also have to be careful not to insult where you stand too.  Like I said before, I wish I could give your friend some advice too. I'll admit that I did similarly to some of my friends when I became a Christian.  In some ways, I wish I could have done things a little differently.  However, it was difficult then because I was so excited and just blabbered away about what I've found!  To me, it was too good not to know.  To some, I was crazy, and I didn't really care most of the time what they thought.  You will probably think he's crazy too - but God is very real to him, as real as you are to him.  Keep that in mind.  And he thinks he can convince you because since God is so real to him, he doesn't see why God can't be real to you too.  I don't know how helpful this is to you.  But all the best anyhow - this is quite a challenge for you to face.  By the way, personal conviction: nobody is ""beyond saving"" except the one we call the  devil and his hosts.",soc.religion.christian,religion,730,3633,1713858721445
computer,0.8769323111354878,0.0260482772305861,0.0383750691786902,0.0093090756180081,0.0493352668372277,Where can I get the Winmarks benchmark to run on my PC? via ftp would be best. -Roger,comp.sys.ibm.pc.hardware,computer,18,85,1713858980793
computer,0.8358574950905184,0.0620311732278519,0.0406152284758181,0.0079452731645233,0.0535508300412878,"1)    I have an old Jasmine drive which I cannot use with my new system.  My understanding is that I have to upsate the driver with a more modern one in order to gain compatability with system 7.0.1.  does anyone know of an inexpensive program to do this?  ( I have seen formatters for <$20 buit have no idea if they will work)   2)     I have another ancient device, this one a tape drive for which the back utility freezes the system if I try to use it.  THe drive is a jasmine direct tape (bought used for $150 w/ 6 tapes, techmar mechanism).  Essentially I have the same question as above, anyone know of an inexpensive beckup utility I can use with system 7.0.1",comp.sys.mac.hardware,computer,139,666,1713859240141
science,0.0623714859624475,0.0331188917883586,0.0484765802928796,0.056727284442743,0.7993057575135711,"Ocean Reconnaissance Launch Surprises West Space News, April 5-11, 1993, p.2 [Excerpts]      Russia launched its first ocean reconnaissance satellite in 26 months  March 30, confounding Western analysts who had proclaimed the program dead.       The Itar-TASS news agency announced the launch of Cosmos 2238 from  Plesetsk Cosmodrome, but provided little description of the payload's mission.       However, based on the satellite's trajectory, Western observers  identified it as a military spacecraft designed to monitor electronic  emissions from foreign naval ships in order to track their movement.       Geoff Perry of the Kettering Group in England... [said]  Western  observers had concluded that no more would be launched. But days after the  last [such] satellite re-entered the Earth's atmosphere, Cosmos 2238 was  launched.   ""Cosmos-2238"" Satellite Launched for Defense Ministry Moscow ITAR-TASS World Service in Russian  1238 GMT 30 March 1993 Translated in FBIS-SOV-93-060, p.27 by ITAR-TASS correspondent Veronika Romanenkova      Moscow, 30 March -- The Cosmos-2238 satellite was launched at 1600 Moscow  time today from the Baykonur by a ""Tsiklon-M"" carrier rocket. An ITAR-TASS  correspondent was told at the press center of Russia's space-military forces  that the satellite was launched in the interests of the Russian Defense  Ministry.",sci.space,science,234,1358,1713859499489
computer,0.8102155963216477,0.0234699040349029,0.0392591389806669,0.015306120926588,0.1117492397361941,"The internal HD in my LC disappeared for a day last week, and I'd like to hear any (reasonable) theories folks can suggest for what happened.  It is an LC, with 10MB of RAM and an 80MB internal drive, running system 7.1, with a few SCSI devices in a (so far as I know) properly terminated chain.  I had shut down the system for a day-- I was out of town and we sometimes have thunderstorms this time of year-- and upon restarting got a blinking question mark.  I booted from a floppy and saw that my external HD seemed okay, but there was no sign of the internal.  I installed a system folder on the external and was, indeed, able to boot from it.  I tried things like Disk First Aid and Silverlining, to inquire about the internal drive.  They either could not find it or got errors in trying to talk to it. (Silverlining claimed it was a Connor drive, but it is a Quantum... )  Well, I'd backed things up, so I was able to work.  But, at some point I noticed that the internal had reappeared.  Now, Disk First Aid says that all's well, etc.  Things seem to be fine.  But, what happened?  Was this a warning that something (the internal HD or something else) is about to die?  I'm definitely nervous.  And, if this is a signal that the internal HD is sick, is it true that I can only put up to a 127MB drive inside an LC?  Some folks have claimed there's a limitation in the LC (other'n size or power) while others (and that includes LaCie, over the phone) say anything that fits is okay.",comp.sys.mac.hardware,computer,298,1489,1713859758837
science,0.0712975482901744,0.0194695893100263,0.1221195817523444,0.0583107369487963,0.7288025436986584,"KS> From: keith@actrix.gen.nz (Keith Stewart) KS>My wife has become interested through an acquaintance in Post-Polio Syndrome KS>This apparently is not recognised in New Zealand and different symptons ( eg KS>chest complaints) are treated separately. Does anone have any information  I'm not sure that this condition is ""recognised"" anywhere (in the sense of a disease with diagnostic criteria, clear boundaries between it and other diseases, unique pathologic or physiologic features, etc), but here goes with what many neurologists agree on.  Post-polio syndrome patients have evidence of motor neuron disease by clinical examination, EMG, and muscle biopsy.  The abnormalities are mostly chronic (due to old polio) but there is evidence of ongoing deterioration.  Clinically, the patients complain of declining strength and endurance with everyday motor tasks. Musculoskeletal pain is a nearly universal feature that doubtless contributes to the impaired performance.  The examination shows muscle weakness and atrophy.  The EMG shows evidence of old denervation with reinnervation (giant and long-duration motor unit action potentials) *and* evidence of active denervation (fibrillation potentials).  The biopsy also shows old denervation with reinnervation (fiber-type grouping) *and* evidence of active denervation (small, angulated fibers with dense oxidative enzyme staining) - but curiously, little or no group atrophy.  Post-polio patients do not have ALS.  In ALS, there is clinically evident deterioration from one month to the next.  In post-polio, the patients are remarkably stable in objective findings from one year to the next.  Of course, there are patients who had polio before who develop genuine ALS, but ALS is no more common among polio survivors than among people who never had polio.  The cause of post-polio syndrome is unknown.  There is little evidence that post-polio patients have active polio virus or destructive immunologic response to virus antigen.  There is no solid evidence that patients with post-polio have anything different happening to the motor unit (anterior horn cells, motor axons, neuromuscular junctions, and muscle fibers) than patients with old polio who are not complaining of deterioration. Both groups can have the same EMG and biopsy findings.  The reason for these ""acute"" changes in a ""chronic"" disease (old polio) is unknown.  Possibly spinal motor neurons (that have reinnervated huge numbers of muscle fibers) start shedding the load after several years.  There are a couple of clinical features that distinguish post-polio syndrome patients from patients with old polio who deny deterioration.  The PPS patients are more likely to have had severe polio.  The PPS patients are *much* more likely to complain of pain. They also tend to score higher on depression scales of neuropsychologic tests.  My take on this (I'm sure some will disagree):  after recovery from severe polio there can be abnormal loading on muscles, tendons, ligaments, bones, and joints, that leads to inflammatory and/or degenerative conditions affecting these structures.  The increasing pain, superimposed on the chronic (but unchanging) weakness, leads to progressive impairment of motor performance and ADL.  I am perhaps biased by personal experience of having never seen a PPS patient who was not limited in some way by pain.  I do not believe that PPS patients have more rapid deterioration of motor units than non-PPS patients (i.e., those with old polio of similar severity but without PPS complaints).",sci.med,science,554,3544,1713860018186
recreation,0.1000843607917038,0.0691316126974521,0.7149046522693798,0.0338193692579387,0.0820600049835252,"If you don't already know it, you should call the bank/credit union/ finance company that holds the loan on your present car and get the current payoff cost.  If you are trading in your current car on the new car, subtract the payoff amount from the trade-in the dealer is giving you.  (If this turns out to be a negative number, you need to reconsider the deal.) Subtract this difference from the price of the new car.  This is the size of the loan you will need for the new car.  The dealer will take care of paying off the loan on your old car out of the money you give them when you pick up your new car.  At least that's how it worked for me 5 years ago in Ohio...",rec.autos,recreation,137,669,1713860277534
recreation,0.1524689600066157,0.0808181830400096,0.331933949255692,0.1779356302917799,0.2568432774059027,You must be _incredibly_ bored.  Have you considered reading the phone book?,rec.autos,recreation,13,76,1713860536882
religion,0.0095872191942979,0.0042664573676418,0.0377040079405746,0.9115585720461258,0.0368837434513598,"I don't think anyone really cares about the solid structure of his sermon.  It's the deaths he's responsible for that concern most people.   You've made me curious.  What does this say about me?   Charles Manson used revelation as well.  Do we see a pattern here? I wonder of Koresh liked the Beatles?  	[long list of Biblical references which 	 impressed me tremendously but were deleted 	 in the interests of common sense.]  Koresh was a nut, okay?  Just because he found ways for the Bible to backup his rantings does not make him any less of a kook.   I'll type this very slowly so that you can understand.  He either set the fire himself or told his followers to do so.  Don't make him out to be a martyr.  He did not ""get killed"", he killed himself.   The evil was inside the compound.  All that ""thou shalt not kill"" stuff.",talk.religion.misc,religion,168,830,1713860796230
computer,0.7913068948290978,0.0216375205638511,0.0643689743269199,0.0273553633302444,0.0953312469498867,Have you tried re-installing the software?   Otherwise I would be dubious about simple ways to change that screen. Is it not designed to be an embarassment to would be pirates?  -Charles,comp.os.ms-windows.misc,computer,34,186,1713861055578
religion,0.054702720028049,0.020313755410967,0.1425320806609358,0.6823299672127366,0.1001214766873114,"Hehehe, so you say, but this objective morality somehere tells you  that this is not the case, and you don't know all the rules of such transcendental game systems...  Cheers, Kent",alt.atheism,religion,33,180,1713861314927
recreation,0.0601316515779281,0.0398836243153019,0.7485528048168091,0.0538621308766619,0.0975697884132987,"I hate to be the burden of bad news, but I think I will this time!  =)  The Phillies usually play at either 7:05 P.M. or 7:35 P.M. Eastern Time for weekdays.  On Sundays the time is usually 1:35 P.M. Eastern Time.  Boise is in Idaho.  Idaho is in part of the Mountain Time Zone and in part of the Pacific Time Zone.  The times that were given were for Mountain Time Zone starts.  Please check a map in case I am wrong.  But I am certain that Boise is in the Mountain Time Zone.   Thanks for listening!",rec.sport.baseball,recreation,108,501,1713861574275
recreation,0.027438204609152,0.0463144377456238,0.8352523655454713,0.0139330167918905,0.0770619753078623,"	I had a friend in Pittsburgh who had a CB1000C with the dual-range tranny on it.  He usually only used the ""economy"" range to get an overdrive sixth gear out of it.  He had 59000 miles on it when it was stolen.  It was recovered shortly after that, repaired, and, for all I know, it's still going strong.  	The CB1000C was a shaft-driven overbore version of the CB900 and was made for exactly one year (yep, head and base gaskets are VERY expensive). Helluva bike.  A data point",rec.motorcycles,recreation,93,479,1713861833623
recreation,0.0126465398313713,0.0060308248821647,0.947512659392085,0.0132462156709818,0.0205637602233972,"I agree. It was great for the ESPN people to show the Detroit game. (My roommate just about sh*t when they threw the octopus on the ice. (Thanks for explaining the significance of that BTW)) The only problem I had was when they blotted out the local commentators with the baseball ads and music. Especially when the wings player hit the rut and went into the boards injuring his shoulder and they blotted out the injury report. Other then that, hats off to ESPN. Now if they'll only make a habit of this. Yeah right! Baseball seasons started (Zzzzzz.....) =)  KOZ",rec.sport.hockey,recreation,102,563,1713862092971
recreation,0.0762477281920261,0.0422080729550033,0.7662322940822504,0.0435098081537668,0.0718020966169532,"Hey Patrick, the Montana Magic played in Billings, not Great Falls...   Marc, Phoenix and Houston it is...  -------------------------------------------------------------------------------         _/_/    _/         _/_/   _/_/_/_/ _/_/_/_/   _/_/     _/_/_/       _/    _/  _/       _/    _/      _/  _/       _/    _/  _/     _/    _/  _/       _/    _/     _/   _/       _/    _/  _/    _/_/_/    _/       _/_/_/_/    _/    _/_/_/   _/_/_/      _/_/   _/    _/  _/       _/    _/   _/     _/       _/    _/        _/  _/    _/  _/       _/    _/  _/      _/       _/     _/       _/    _ _ _____ _/_/_/    _/_/_/_/ _/    _/ _/_/_/_/ _/_/_/_/ _/      _/ _/_/_/     - - /____/ ............................................................................... Marc Foster, r.s.h contact for the Oklahoma City Blazers, 1993 Central Hockey University of Oklahoma Geography Department               League Adams Cup Internet: mfoster@geohub.gcn.uoknor.edu                   Champions           mfoster@alliant.backbone.uoknor.edu   To be placed on the CHL Mailing List, send email to either address above.",rec.sport.hockey,recreation,384,1099,1713862352319
science,0.068645696042985,0.0185817264423491,0.0504502884607416,0.0542616763615062,0.8080606126924178,"There are two issues here:  copyright and patent.  The magazine article's contents are copyrighted, and may not be reproduced, translated, etc., without the copyright holder's permission.  However, this does not cover the *ideas* expressed, only the form of expression.  Copying their circuit diagram or PC-board pattern is copyright infringement.  But it's unlikely that they could stretch copyright far enough to claim that the circuit design itself is copyrighted.  So long as you draw your own diagrams and lay out your own boards, copyright shouldn't be an issue.  Patents are different.  The author does *not* have to give you any warning that the design is covered by patent (although it would be sensible for him to do so).  In fact, it's possible that *he* was infringing on someone else's patent without realizing it.  Ignorance of the patented status is not a defence against infringement, although it might reduce the damages a court would award.  However... unless there was something seriously novel about the circuit, almost certainly it is ""obvious to one skilled in the art"" and therefore unpatentable.  Routine engineering is not patentable; patents (in theory) cover only inventions, ideas that are genuinely new.  Caution:  I am not a lawyer.  Consulting a professional would be wise if significant amounts of money are at stake.",sci.electronics,science,228,1349,1713862611668
science,0.0326106047685536,0.0137255497790044,0.0888695004942349,0.0619578816387006,0.8028364633195064,"Lets hear it for Dan Goldin...now if he can only convince the rest of our federal government that the space program is a worth while investment!  I hope that I will live to see the day we walk on Mars, but we need to address the technical hurdles first!  If there's sufficient interest, maybe we should consider starting a sci.space group  devoted to the technical analysis of long-duration human spaceflight. Most of you regulars know that I'm interested in starting this analysis as soon as possible.",sci.space,science,89,502,1713862871016
computer,0.9495466856261724,0.0069506370306187,0.0079115243015729,0.0040898898208286,0.0315012632208071,"I just implemented this and it seems I can just about achieve the display rates (20 400x400x8 frames / sec on IPX) that I get with Sunview, though it's a bit ""choppy"" at times. Also, loading the data, making an XImage, then XPut'ing it into a pixmap is a bit cumbersome, so the animation is slower to load than with Sunview. Is there a better way to load in the data?   Shared memory PutImage (also mentioned by nkissebe@delphi.beckman.uiuc.edu, Nick Kisseberth) looks interesting, but I need someone to point me to some documentation. Is this method likely to give better results than server- resident pixmaps? I'd also be interested in looking at the XView code mentioned above...  Thanks for the help so far. If I get something decent put together, I'll definitely post it to the Net.",comp.windows.x,computer,139,787,1713863130364
computer,0.5156006881550463,0.0759393709155088,0.025956456160576,0.0195544283702523,0.3629490563986164,"Hi,  I am looking for a PC card which does european videotext/teletext descrambling (PAL). Does anyone in the US sell such a card? I once saw an article about a card with the same functionallity in a european Elektor magazine, but I wasn't able to track it down.",sci.electronics,science,49,262,1713863389712
science,0.264387115707691,0.1141009446794025,0.0959991469769412,0.0184727673216476,0.5070400253143175,"Try Cables and Chips ... let me dig out a reciept ...  Here we are...  Cables & Chips at 121 Fulton Street, that's near South Street Seaport and  Wall Street.  Phone is 212-619-3132 and 800-843-4117.  However, when ordering there, be VERY exact or there's a good chance they'll  screw up.  Otherwise, they're pretty good, and they deliver too.  Cheers, Rob",sci.electronics,science,68,356,1713863649060
computer,0.2978757879430166,0.0431007040096975,0.1978653729540259,0.1713657423800937,0.289792392713166,[much deleted]  amazing.  I could not find _one_ reference to waffle in all of this.  followups redirected out.,comp.sys.ibm.pc.hardware,computer,21,111,1713863908409
religion,0.0505398581852149,0.0276600572582468,0.1027468820697739,0.5595737884712467,0.2594794140155176,> repeated lives on earth.,soc.religion.christian,religion,5,26,1713864167757
science,0.106893614801328,0.0285019656410494,0.1165652343649966,0.0194790378690645,0.7285601473235613,"I've also found that the electronic starters on these ""instant-on""  compact fluourescent lamp fixtures kick out interference that nukes my cordless phone.  (I can hear it in my guitar amplifier, too...)",sci.electronics,science,33,202,1713864427105
recreation,0.0373524669291315,0.0212187125262281,0.8446196118808988,0.0275924076037608,0.0692168010599804,"The tater that Jack Morris served to Griffey the Younger in his first at-bat this year went 394 feet, if I remember right (I'll have to check my scorecard at home).  I think that's the longest so far in the Kingdome through the first stand (five games) there.  A weak showing, despite some promising taterball candidates ... Ben McDonald, Rich DeLucia, and the rest of the Mariner bullpen ... making appearances.  Anyone have the tape-measure value for Omar Vizquel's grand slam in the Skydome?",rec.sport.baseball,recreation,87,494,1713864686453
recreation,0.0517733265097858,0.0221075912366643,0.7853455771331649,0.0394045042627395,0.1013690008576454,"All Toyotas have airbags with a real horn. Come on, how hard can it be to put a little pressure plate there. I hope Toyota doesn't follow everyone else and make the horns little buttons that I wouldn't want to fumble for.  john",rec.autos,recreation,44,227,1713864945801
science,0.2974060269117091,0.0321373235273671,0.0634985377444006,0.0411786063814539,0.5657795054350692,"Computers are a special case.. and it's a pretty good idea to  leave them on.. cuz everytime you turn on a computer, you're   putting a surge of electricity through its delicate components.   Imagine you're turning on your computer 5 or more times a day.  You're increasing the chances of damaging the chips, memory,  etc on all the components of your computer. So you may save  a few cents here and there in electricity bills, but it won't  look like much when it come time to fix your computer.",comp.sys.ibm.pc.hardware,computer,97,496,1713865205150
computer,0.8098590369187678,0.0383965613973445,0.023438178197047,0.0216274905129335,0.1066787329739071,"I just got an IBM-PC XT with no documents. Its a true IBM, and I was wondering if anyone had the definitions of the 2 8 position dip switches?",sci.electronics,science,29,142,1713865464498
computer,0.6055672836153394,0.0234987824784153,0.0266210179412747,0.0264185419327072,0.3178943740322629,"The previous article referred to the fact that you could only use 20ns SIMMs in a 50MHz machine, but that you could use 80ns SIMMs in slower machines. I just pointed out that if you could only use 20ns SIMMs in a 50MHz machine, you can't use 80ns SIMMs in anything faster than a 12.5 MHz machine. Bank switching and caches were not considered in either example (although both would help memory access).  --  Ravikumar Venkateswar rvenkate@uiuc.edu",comp.sys.mac.hardware,computer,79,447,1713865723846
science,0.0781345332763534,0.0706407447226268,0.3036956189628276,0.1474690496911073,0.4000600533470848,It really doesn't strike me as very funny. It is rather indicative of what a crisis their economy is in. I imagine they are in desparate need of markets to sustain industries and people which are nolonger under central control of the government. -- Jim Rosenkranz	rosen@kranz.enet.dec.com,misc.forsale,forsale,46,288,1713865983194
computer,0.9011510245015326,0.0178450021921236,0.0111806771606614,0.0099011595885774,0.0599221365571047,"Hello,   I just got some SIMMs,  at least one of which does not work. I don't know if  there is a software that can test SIMMs thoroughly or I could just rely on the  RAM test performed by my computer during the start up. When I installed a dead  SIMM into an LC or  an LC II, there would be a strange music and no display on  the screen. Why? I need your help! Thanks in advance",comp.sys.mac.hardware,computer,85,379,1713866242542
recreation,0.1430182221956149,0.0278610408812245,0.7169263108079349,0.0334283296792153,0.0787660964360103,"Hello All,  I'd like to learn how to keep score when I watch ball games using official scoring methods. Where can I get scoresheets and instructions on how to use them?  I appreciate it,  Mike",rec.sport.baseball,recreation,38,192,1713866501891
computer,0.6778205770173499,0.0788458695914348,0.1233581482547514,0.0471406676472328,0.072834737489231,A member of the local BBS I frequent is looking for Mac oriented BBSs based in Chicago.  Any leads would be most appreciated.,comp.sys.mac.hardware,computer,24,125,1713866761239
computer,0.7654713440483297,0.0152690291678033,0.0478602451164137,0.0470249562926645,0.1243744253747886,"Not being an Xt programmer by any stretch of the imagination, this is driving me crazy and it's probably really simple to do.  I need to make a composite widget that does nothing at all but is merely a placeholder in a widget instance heirarchy -- allowing me an additional resource name level.  To illustrate I have an application with the following widget heirarchy:  	    Shell Widget 	         | 	Application Widghet  I want the following:  	    Shell Widget 	         | 	Intermediate Widget 	         | 	 Application Widget  where the intermediate widget has a name but gets all its other properties (and propagates down new values) from the shell widget.  I assume there's a simple way to do this but I can't find an example and the documentation I have is rather vague about implementing composite widgets.  Please respond via email.  Any help will be very much appreciated.",comp.windows.x,computer,186,881,1713867020587
science,0.1010240995290407,0.0388254260669464,0.1736727832735788,0.0429093687956611,0.6435683223347728,"Not enough magtape.  Seriously, do you have any idea how much traffic flows through the US phone  system in a single day?",sci.crypt,science,24,121,1713867279935
science,0.0239119124950403,0.0102452684815165,0.1110379597303028,0.0893070275540738,0.7654978317390662,"I perhaps should have been clearer and more concise in my post, but that's what I get from posting at 1 am...  The central point I made is that local/state police agencies attempting to play by the rules and get warrants, legit escrowed keys, etc., may find themselves at the mercy of bureaucratic inertia and agency infighting at the federal level.    I disagree that this would assist civil liberties by hobbling the cowboy cops.  It would be a strong incentive, as Vesselin points out, for more police agencies to ""go rogue"" and try to get keys through more efficient     Q:   Suppose a law enforcement agency is conducting a wiretap on         a drug smuggling ring and intercepts a conversation         encrypted using the device.  What would they have to do to         decipher the message?     A:   They would have to obtain legal authorization, normally a                                                        ^^^^^^^^^^         court order, to do the wiretap in the first place.         ^^^^^^^^^^^  The clear implication is that there are ""legal"" authorizations other than a court order.  Just how leaky are these?  (And who  knows what's in those 7 pages that authorized the NSA?).  There may well arise a black market of sorts _within_ police agencies, in which keys are traded.  Furthermore, the police will be in an excellent position to carry out this kind of thing without being caught.  They already have a communication infrastructure with secure portions.  There are a few laws that I know of, that limit citizens' rights to access police communications (or use the information they get).  It may be very difficult to prove police misuse -- the fact that you have such evidence may itself be evidence that YOU have broken some other law.  Throw in private detectives, who have even fewer policy/constitutional restrictions.  Also consider mercenaries who've ""retired"" from intelligence agencies.  William Gibson must be loving it.  Great story material.  Don't think it'll happen?    Well, consider e.g. the Michigan State Police, generally a very professional organization, which for years kept ""Red Files"" on thousands of suspected  commies, knowing full well it was not consititutional.  The standards of evidence were just about zero: people were in the file because they happened to park near a place where, say, a US-China People's Friendship rally was happening -- the police went around writing down license plate numbers.  If you happened to be visiting a friend who lived near the  meeting place, well, the state police wound up filing you as a subversive. (They were eventually found out and a court ruled against carrying on any more such nonsense.  I believe thay may have had to destroy the tapes as well.)  Even with well-meaning cops (and I'm sure there are many), there will  be strong pressure to bend the constitutional safeguards.  We don't need to assume corrupt or unbalanced officers -- it will all be in the interest  of enforcing sensible laws, saving lives, and protecting property.   Compromises will be made by well-meaning officers, facing what (to them)  will be a moral dilemma.  Clipper will make criminals out of cops.  Do we want to do this to our police forces?",sci.crypt,science,658,3216,1713867539283
recreation,0.0789817835070025,0.0169543152300348,0.7282108176096945,0.0947602412051394,0.0810928424481287,"Why not? I believe both the Devils and Islanders got 87 points. Say for example, another team had this record : 20-37-47; they had 20*2+47*1+37*0=87 which is the same as their points total. (The Islanders' and Devils' records are both 40-37-7.  It is simple arithmetics and involve no Calculus.",rec.sport.hockey,recreation,50,294,1713867798632
religion,0.0146864216387288,0.0049167442647902,0.0215703781956761,0.9079542220800848,0.0508722338207199,"This is one of the differences between OT prophecy and NT prophecy.  In the NT, it is expected that when believers gather,   - people will prophesy   - the prophecy must be judged (1 Cor 14:29) There is nothing about killing someone who makes a mistake.   Scripture is scripture; there is no ""gift of scripture"".  And I don't know about you, but I know that _I_ have made mistakes while filled with the spirit.  If you don't give grace to allow people to make mistakes, they will never grow in the use of the spiritual gifts!  When we minister in my small group, I encourage people to speak out any impressions or images they think might be from the Lord.  Only by trying will they know whether they were right or wrong -- and in either case, they'll have a better handle on it the next time.  Didn't you fall when you were learning to ride a bicycle?  But you kept on trying, and you learned both from your failures and your successes. Spiritual gifts are no different -- you get better with experience.   The canon of Scripture is complete.  Does this mean that God no longer speaks?  I have heard his voice -- not audibly (though some have), but clearly nonetheless.  Is what I heard equivalent to Scripture?  No.  I have never heard contemporary prophets claim that what they receive from the Lord is on the same level as Scripture; on the contrary, those who are mature obey the Scriptures by submitting their prophecies to fellow believers for judgement.  And the most reliable yardstick for judging prophecies is, certainly, the Scriptures themselves.  The canon is closed -- but God is not silent!   Does it matter what it is called?  The question is not how to label it, but how to receive it.  Words of knowledge, incidentally, are similar to prophecy (and sometimes the two overlap), but generally it is supernatural knowledge of some fact that could not be known otherwise.",soc.religion.christian,religion,356,1885,1713868057980
science,0.0701663196413669,0.0290945561905389,0.1001721815541468,0.0450296659445026,0.7555372766694446,"You still need to supply a proper ground for a Ground Fault Circuit Interrupter! So rewiring is still a part of this job, however, the ground may be connected to a local earth ground, rather than back at the breaker box.  As Jamie said, GFCI devices are required by code in a number of places, most notably: bathrooms, and outside the house.  I do suggest the use of GFCI outlets, rather than the breakers.  You will end up with much less headaches.  Noise pickup in long cable runs is sometimes enough to cause frequent tripping of the breakers.  GFCI devices do save lives, if you decide to install them, be sure to check them regularly (using the test button).  Running the family business (electrical supplies and lighting) for many years, I have seen too many seasoned electricians fried, because they forgot to double check their common sense list.  Please exercise caution. --- 			Gary Gendel Vice President:				Current consulting assignment: Genashor Corp				Mentor Graphics Corporation 9 Piney Woods Drive			15 Independence Boulevard Belle Mead, NJ 08502			Warren, NJ 07059",sci.electronics,science,181,1082,1713868317328
computer,0.7648856532687969,0.1459016922265,0.0215687632795212,0.0122973719890032,0.0553465192361784,"VESA local bus motherboard, 4MB RAM, 64K cache, 1.2 & 1.44 Floppy, 130 MB Hard Drive, IDE controller (2HD&2FD) 2S/1P/1G Local Bus 1MB SVGA Video Card, 14"" SVGA Monitor (.28dpi) Mini Tower, 101-key Keyboard",misc.forsale,forsale,34,205,1713868576676
science,0.0148666052236939,0.0308022762078461,0.0869581171806349,0.1028428097415732,0.7645301916462517,"This is ok in my opinion as long as the stuff *returns to earth*.   If this turns out to be true, it's time to get seriously active in terrorism. This is unbelievable! Who do those people think they are, selling every bit that promises to make money? I guess we really deserve being wiped out by uv radiation, folks. ""Stupidity wins"". I guess that's true, and if only by pure numbers.  	Another depressed planetary citizen, 	hoover",sci.space,science,79,431,1713868836024
computer,0.8986109237659533,0.0092557873576924,0.0097607369170433,0.0188475211598888,0.0635250307994219,"Hi Xperts, some simple questions for you:  I've seen a lot of different terms, which seem to mean the same thing. Who can give an exact definition what these terms mean:  	-) multi-screen 	-) multi-headed 	-) multi-display 	-) X-Server zaphod mode  Is there a limit how many screens/displays a single server can handle (in an articel a read something about an upper limit of 12) ?  How is the capability called, if I want to move the cursor from one screen/display to another.  Any hints welcome.  Thanks, rainer.",comp.windows.x,computer,94,513,1713869095373
