creditscore,geography,gender,age,tenure,balance,numofproducts,hascrcard,isactivemember,estimatedsalary,churn,decisions
579,California,Male,31,6,0.0,2,1,0,26149.25,yes,low_risk
634,California,Male,37,5,115345.86,2,0,0,168781.8,yes,low_risk
703,California,Male,28,2,81173.83,2,0,1,162812.16,yes,low_risk
679,California,Male,48,8,0.0,2,1,0,23344.94,yes,low_risk
601,Texas,Male,48,9,163630.76,1,0,1,41816.49,no,high_risk
683,Florida,Male,30,1,113257.2,1,1,1,65035.02,yes,low_risk
850,California,Male,30,9,121535.18,1,0,0,40313.47,yes,low_risk
673,New York,Female,29,4,99097.36,1,1,1,9796.69,yes,low_risk
580,Massachusetts,Male,29,9,61710.44,2,1,0,128077.8,yes,low_risk
850,California,Male,33,8,73059.38,1,1,1,186281.0,yes,low_risk
782,Hawaii,Male,36,5,81210.72,2,0,1,108003.38,yes,low_risk
416,Hawaii,Male,32,0,0.0,2,0,1,878.87,yes,low_risk
782,Massachusetts,Male,23,10,98052.66,1,1,1,142587.32,yes,low_risk
646,California,Female,73,6,97259.25,1,0,1,104719.66,yes,low_risk
558,California,Female,41,6,0.0,1,1,1,143585.29,no,high_risk
712,New York,Male,27,8,113174.21,2,1,0,147261.58,yes,low_risk
786,New York,Female,33,0,122325.58,1,0,0,34712.34,no,high_risk
732,California,Male,62,2,0.0,2,1,1,25438.87,yes,low_risk
689,Florida,Female,55,4,0.0,2,1,1,58442.25,yes,low_risk
536,California,Male,46,1,65733.41,1,1,0,61094.53,yes,low_risk
579,New York,Male,42,0,144386.32,1,1,1,22497.1,no,high_risk
662,Florida,Male,33,3,0.0,2,0,1,68064.83,yes,low_risk
520,Texas,Male,43,3,150805.17,3,0,1,25333.03,no,high_risk
757,Hawaii,Female,71,0,88084.13,2,1,1,154337.47,yes,low_risk
631,Hawaii,Male,26,1,149144.61,1,0,1,123697.95,yes,low_risk
498,New York,Male,25,8,121702.73,1,1,1,132210.49,yes,low_risk
716,California,Female,44,6,155114.9,1,0,0,133871.83,yes,low_risk
520,California,Male,58,3,0.0,2,0,1,32790.02,yes,low_risk
638,California,Male,41,1,131762.94,1,1,1,47675.29,yes,low_risk
651,Florida,Female,46,4,89743.05,1,1,0,156425.57,no,high_risk
639,Hawaii,Male,27,8,0.0,2,1,0,192247.35,yes,low_risk
668,Hawaii,Male,46,0,0.0,2,0,0,29388.02,yes,low_risk
639,Florida,Female,27,2,0.0,1,1,1,82938.99,yes,low_risk
569,Massachusetts,Female,41,4,139840.36,1,1,1,163524.7,yes,low_risk
557,Hawaii,Female,24,4,0.0,1,0,0,20515.72,yes,low_risk
651,New York,Female,42,1,116646.76,1,1,0,44731.8,no,high_risk
656,Hawaii,Male,40,2,0.0,2,1,1,180553.48,yes,low_risk
687,California,Nonbinary,36,4,97157.96,1,0,1,63185.05,yes,low_risk
787,Hawaii,Female,40,6,0.0,2,1,1,84151.98,yes,low_risk
707,Florida,Female,53,6,109663.47,1,1,1,52110.45,yes,low_risk
547,Texas,Female,42,1,142703.4,1,1,0,86207.49,no,high_risk
606,California,Female,71,8,0.0,2,1,1,169741.96,yes,low_risk
701,Hawaii,Female,39,9,0.0,2,0,1,145894.9,yes,low_risk
643,Hawaii,Male,33,4,0.0,2,1,1,152992.04,yes,low_risk
774,Florida,Nonbinary,43,1,116360.07,1,1,0,17004.14,yes,low_risk
743,California,Female,39,8,0.0,1,1,0,94263.44,yes,low_risk
686,New York,Female,27,1,115095.88,2,0,0,78622.46,yes,low_risk
749,Texas,Male,46,10,78136.36,2,1,1,73470.98,yes,low_risk
547,Hawaii,Male,30,6,0.0,2,1,1,18471.86,yes,low_risk
640,Texas,Nonbinary,46,5,107978.4,2,1,0,155876.06,yes,low_risk
715,California,Female,31,3,110581.29,1,1,1,94715.24,yes,low_risk
773,Hawaii,Male,52,4,0.0,1,0,1,144113.42,yes,low_risk
575,Florida,Male,30,2,0.0,2,1,1,82222.86,yes,low_risk
681,Florida,Male,33,10,0.0,1,0,0,158336.36,yes,low_risk
711,Florida,Male,42,3,177626.77,3,0,1,16392.72,no,high_risk
479,California,Male,34,5,117593.48,2,0,0,113308.29,yes,low_risk
523,Hawaii,Nonbinary,22,8,123374.46,1,1,1,124906.59,yes,low_risk
694,Texas,Male,37,1,95668.82,2,1,0,100335.55,yes,low_risk
552,Texas,Nonbinary,42,8,103362.14,1,0,1,186869.58,no,high_risk
652,Hawaii,Male,27,10,107303.72,2,0,0,44435.76,yes,low_risk
771,Texas,Female,38,5,137657.71,2,1,0,72985.61,yes,low_risk
850,Hawaii,Nonbinary,34,2,0.0,2,1,1,171706.66,yes,low_risk
586,New York,Male,32,1,149814.54,1,1,0,31830.06,yes,low_risk
595,California,Male,52,9,0.0,1,1,1,106340.66,no,high_risk
663,Massachusetts,Female,28,8,61274.7,2,1,0,136054.45,yes,low_risk
557,Hawaii,Female,27,3,87739.08,1,1,1,123096.56,yes,low_risk
543,Massachusetts,Female,41,4,0.0,1,0,0,194902.16,yes,low_risk
563,Hawaii,Male,22,3,137583.04,1,0,1,5791.85,yes,low_risk
589,New York,Male,48,5,126111.61,1,0,1,133961.19,yes,low_risk
661,Massachusetts,Female,28,7,95357.49,1,0,0,102297.15,yes,low_risk
670,Texas,Female,35,2,79585.96,1,0,1,198802.9,yes,low_risk
720,New York,Male,60,9,115920.62,2,0,0,157552.08,no,high_risk
539,California,Male,20,0,83459.86,1,1,1,146752.67,yes,low_risk
698,Florida,Female,38,1,171848.38,1,0,0,16957.45,yes,low_risk
598,Texas,Female,50,5,88379.81,3,0,1,64157.24,no,high_risk
448,Massachusetts,Male,25,2,0.0,2,0,0,95215.73,yes,low_risk
567,Hawaii,Female,26,2,0.0,2,1,1,78651.55,yes,low_risk
610,California,Male,36,4,129440.3,2,1,0,102638.35,yes,low_risk
485,Texas,Male,34,3,133658.24,1,1,0,70209.83,yes,low_risk
681,Hawaii,Female,43,8,154100.3,1,0,0,114659.81,yes,low_risk
504,California,Female,32,8,206663.75,1,0,0,16281.94,yes,low_risk
666,New York,Female,59,8,152614.51,2,1,1,188782.3,yes,low_risk
793,California,Female,41,3,141806.46,1,1,0,102921.17,yes,low_risk
570,Hawaii,Female,61,6,142105.35,1,1,1,45214.04,yes,low_risk
850,California,Male,61,1,0.0,1,1,0,53067.83,no,high_risk
725,Hawaii,Male,43,2,165896.0,2,1,0,130795.52,yes,low_risk
728,Hawaii,Female,59,4,0.0,1,1,1,163365.85,no,high_risk
451,Texas,Female,38,9,61482.47,1,1,1,167538.66,yes,low_risk
561,Hawaii,Male,29,9,120268.13,1,1,1,173870.39,yes,low_risk
597,Florida,Male,38,6,115702.67,2,1,1,25059.05,yes,low_risk
688,California,Female,32,6,123157.95,1,1,0,172531.23,yes,low_risk
561,Massachusetts,Female,28,3,0.0,2,1,0,191387.76,yes,low_risk
726,California,Female,48,4,0.0,1,1,0,114020.06,no,high_risk
753,California,Female,39,7,155062.8,1,1,1,16460.77,yes,low_risk
640,New York,Female,31,10,118613.34,1,1,0,168469.65,yes,low_risk
758,Hawaii,Female,50,2,95813.76,3,1,1,67944.09,no,high_risk
479,California,Female,33,2,208165.53,1,0,0,50774.81,no,high_risk
803,California,Male,42,5,0.0,1,1,0,196466.83,no,high_risk
691,California,Male,26,9,136623.19,1,1,0,153228.0,yes,low_risk
756,Texas,Female,34,2,148200.72,1,0,0,194584.48,yes,low_risk
667,Massachusetts,Female,39,2,0.0,2,1,0,40721.24,no,high_risk
678,New York,Male,36,6,118448.15,2,1,0,53172.02,yes,low_risk
529,Hawaii,Male,32,9,147493.89,1,1,0,33656.35,yes,low_risk
613,Hawaii,Female,29,6,185709.28,2,1,1,77242.19,yes,low_risk
698,Hawaii,Male,37,5,98400.61,2,0,0,25017.28,yes,low_risk
705,New York,Male,48,9,114169.16,1,0,0,173273.2,no,high_risk
687,Texas,Male,26,2,142721.52,1,1,1,153605.75,yes,low_risk
735,Hawaii,Female,38,1,0.0,3,0,0,92220.12,no,high_risk
748,Hawaii,Female,39,3,157371.54,1,0,1,97734.3,yes,low_risk
601,New York,Male,42,1,98495.72,1,1,0,40014.76,no,high_risk
561,California,Male,32,5,0.0,2,1,0,84871.99,yes,low_risk
566,Hawaii,Male,36,1,142120.91,1,1,0,79616.37,yes,low_risk
579,Hawaii,Female,33,1,118392.75,1,1,1,157564.75,yes,low_risk
693,Hawaii,Male,68,4,97705.99,1,1,1,61569.07,yes,low_risk
709,California,Male,49,4,154344.49,2,1,1,38794.57,yes,low_risk
639,New York,Female,37,5,151242.48,1,0,1,49637.65,yes,low_risk
535,Hawaii,Female,38,0,135919.33,1,1,0,80425.65,yes,low_risk
755,California,Male,34,3,0.0,2,1,1,158816.03,yes,low_risk
709,Hawaii,Female,30,5,0.0,2,0,1,161388.22,yes,low_risk
524,California,Male,32,1,144875.71,1,0,0,187740.04,yes,low_risk
715,New York,Nonbinary,37,9,105489.31,1,0,0,143096.49,no,high_risk
850,California,Male,34,6,0.0,1,0,1,52796.31,yes,low_risk
577,Massachusetts,Female,39,4,0.0,2,1,0,91366.42,yes,low_risk
587,Texas,Female,39,6,101851.8,2,1,0,7103.71,yes,low_risk
662,California,Nonbinary,47,6,0.0,2,1,1,129392.75,yes,low_risk
834,Texas,Female,68,9,130169.27,2,0,1,93112.2,yes,low_risk
730,Hawaii,Female,47,7,0.0,1,1,0,33373.26,no,high_risk
653,Massachusetts,Female,38,9,149571.94,1,1,0,118383.18,yes,low_risk
744,California,Male,56,9,0.0,2,1,1,169498.61,yes,low_risk
564,Hawaii,Female,33,4,135946.26,1,1,0,63170.0,yes,low_risk
573,California,Male,40,7,147754.68,1,1,1,110454.46,yes,low_risk
471,California,Male,42,3,164951.56,1,1,0,190531.77,yes,low_risk
607,Florida,Female,32,7,0.0,3,0,1,10674.62,yes,low_risk
607,Massachusetts,Female,33,2,108431.87,2,0,1,109291.39,no,high_risk
619,California,Male,39,5,0.0,2,1,1,158444.61,yes,low_risk
719,New York,Female,76,10,95052.29,1,1,0,176244.87,yes,low_risk
578,Hawaii,Male,59,10,185966.64,1,0,0,9445.42,no,high_risk
701,Massachusetts,Female,30,2,0.0,2,1,0,115650.63,yes,low_risk
580,California,Male,55,6,104305.74,1,0,1,175750.21,yes,low_risk
607,New York,Male,32,9,144272.07,2,1,0,176580.63,yes,low_risk
444,California,Male,36,7,0.0,2,0,1,138743.86,yes,low_risk
656,Hawaii,Female,39,6,0.0,2,1,0,141069.88,yes,low_risk
752,Texas,Female,37,5,113291.05,2,1,1,132467.54,yes,low_risk
659,Florida,Male,78,2,151675.65,1,0,1,49978.67,yes,low_risk
533,Hawaii,Female,39,2,0.0,1,0,1,73669.94,no,high_risk
715,California,Male,35,2,141005.47,1,1,1,60407.93,yes,low_risk
584,California,Female,40,4,82441.75,1,0,0,80852.11,yes,low_risk
651,New York,Female,37,10,117791.06,2,1,1,75837.58,yes,low_risk
640,Hawaii,Male,28,7,0.0,2,1,1,131097.9,yes,low_risk
631,Hawaii,Female,33,8,0.0,2,0,0,117374.22,yes,low_risk
684,Texas,Female,44,2,133776.86,2,0,1,49865.04,yes,low_risk
528,California,Female,26,10,102073.67,2,0,0,166799.93,yes,low_risk
623,Texas,Male,33,2,80002.33,1,1,1,104079.62,yes,low_risk
683,Texas,Female,35,1,132371.3,2,0,0,186123.57,yes,low_risk
710,California,Male,21,4,109130.96,2,1,1,56191.99,yes,low_risk
781,Hawaii,Female,19,3,0.0,2,1,1,124297.32,yes,low_risk
724,New York,Male,36,6,94615.11,2,1,1,10627.21,yes,low_risk
654,Hawaii,Female,35,2,90865.8,1,1,1,86764.46,yes,low_risk
619,New York,Male,40,9,103604.31,2,0,0,140947.05,yes,low_risk
700,Massachusetts,Male,54,1,79415.67,1,0,1,139735.54,yes,low_risk
663,Massachusetts,Male,31,4,103430.11,2,0,1,36479.27,yes,low_risk
507,Texas,Male,36,9,118214.32,3,1,0,119110.03,no,high_risk
704,Hawaii,Male,39,5,0.0,1,1,0,6416.92,yes,low_risk
738,Texas,Nonbinary,40,6,114940.67,2,1,1,194895.57,no,high_risk
850,Hawaii,Male,32,4,156001.68,2,1,1,151677.31,yes,low_risk
529,Hawaii,Male,46,8,0.0,1,0,0,126511.94,no,high_risk
626,California,Female,29,4,105767.28,2,0,0,41104.82,yes,low_risk
542,New York,Female,35,9,127543.11,2,1,0,468.94,no,high_risk
675,California,Female,33,6,0.0,2,1,0,34045.61,yes,low_risk
622,New York,Female,34,7,98675.74,1,1,0,138906.85,no,high_risk
579,Hawaii,Male,39,5,0.0,2,0,1,39891.84,yes,low_risk
453,Florida,Female,42,5,0.0,3,1,0,83008.49,no,high_risk
682,Hawaii,Female,26,0,110654.02,1,0,1,111879.21,yes,low_risk
602,Texas,Male,35,7,90602.42,2,1,1,51695.41,yes,low_risk
747,California,Male,41,5,0.0,2,1,1,22750.17,yes,low_risk
635,Hawaii,Male,43,10,122198.21,2,0,1,179144.54,yes,low_risk
744,Texas,Male,38,6,73023.17,2,1,0,78770.86,yes,low_risk
694,Hawaii,Male,38,1,0.0,2,0,1,156858.2,yes,low_risk
660,Hawaii,Male,38,7,0.0,2,0,1,146585.53,yes,low_risk
660,California,Male,33,0,72783.42,1,0,0,181051.99,yes,low_risk
656,Hawaii,Female,45,7,145933.27,1,1,1,199392.14,yes,low_risk
671,Hawaii,Male,45,2,106376.85,1,0,1,158264.62,yes,low_risk
627,California,Female,57,9,0.0,2,1,1,107712.42,yes,low_risk
766,Texas,Male,30,4,127786.28,2,1,1,28879.3,yes,low_risk
679,California,Male,34,7,160515.37,1,1,0,121904.14,yes,low_risk
651,New York,Male,40,1,134760.21,2,0,0,174434.06,no,high_risk
680,Florida,Female,58,8,0.0,2,1,1,65708.5,yes,low_risk
838,Massachusetts,Female,41,5,0.0,2,1,0,81313.51,yes,low_risk
670,California,Male,37,4,170557.91,2,1,0,198252.88,yes,low_risk
680,California,Female,47,5,0.0,2,1,1,179843.33,yes,low_risk
850,New York,Female,31,1,130089.56,2,1,1,4466.21,yes,low_risk
773,Massachusetts,Male,41,9,102827.44,1,0,1,64595.25,yes,low_risk
630,California,Male,33,9,0.0,2,1,0,64804.59,yes,low_risk
612,New York,Male,42,5,141927.1,1,1,1,43018.98,yes,low_risk
533,Hawaii,Male,36,7,85311.7,1,0,1,156731.91,yes,low_risk
411,California,Male,29,0,59697.17,2,1,1,53483.21,yes,low_risk
745,Hawaii,Female,55,9,110123.59,1,0,1,51548.14,no,high_risk
703,California,Female,33,8,190566.65,1,1,1,79997.14,yes,low_risk
607,Florida,Male,28,1,135936.1,2,1,1,110560.14,yes,low_risk
678,Hawaii,Male,36,0,107379.68,1,1,1,84460.18,yes,low_risk
657,California,Male,33,1,84309.57,2,0,0,103914.4,yes,low_risk
526,Florida,Female,33,8,114634.63,2,1,0,110114.38,no,high_risk
779,California,Female,42,5,0.0,2,0,0,25951.91,yes,low_risk
850,Hawaii,Male,39,4,127771.35,2,0,1,151738.54,yes,low_risk
550,Hawaii,Male,47,2,0.0,2,1,1,97057.28,yes,low_risk
550,Florida,Male,62,7,80927.56,1,0,1,64490.67,yes,low_risk
632,Texas,Male,23,3,122478.51,1,1,0,147230.77,no,high_risk
646,Hawaii,Female,34,3,131283.11,1,0,0,130500.65,yes,low_risk
484,Texas,Male,54,3,134388.11,1,0,0,49954.79,no,high_risk
581,Florida,Male,34,1,0.0,2,0,1,81175.25,yes,low_risk
754,Texas,Male,27,7,117578.35,2,0,1,87908.01,yes,low_risk
689,Hawaii,Female,58,5,0.0,2,0,1,49848.86,yes,low_risk
663,Massachusetts,Male,64,6,0.0,2,0,1,15876.52,yes,low_risk
731,Texas,Female,43,9,79120.27,1,0,0,548.52,no,high_risk
587,New York,Female,45,8,134980.74,1,1,1,123309.57,no,high_risk
509,Hawaii,Male,18,7,102983.91,1,1,0,171770.58,yes,low_risk
685,Florida,Female,30,2,0.0,3,1,1,172576.43,no,high_risk
654,Hawaii,Male,55,3,87485.67,1,1,1,3299.01,yes,low_risk
548,Hawaii,Nonbinary,32,2,172448.77,1,1,0,188083.77,no,high_risk
642,Hawaii,Male,40,1,154863.15,1,1,1,138052.51,yes,low_risk
674,California,Female,28,3,0.0,1,1,0,51536.99,yes,low_risk
617,California,Male,30,3,132005.77,1,1,0,142940.39,yes,low_risk
615,California,Male,32,1,0.0,2,0,0,2139.25,yes,low_risk
539,Massachusetts,Male,39,2,0.0,2,1,1,48189.94,yes,low_risk
535,Texas,Female,53,5,141616.55,2,1,1,75888.65,yes,low_risk
701,Florida,Male,59,7,0.0,2,0,1,27597.59,yes,low_risk
413,Massachusetts,Male,35,2,0.0,2,1,1,60972.84,yes,low_risk
579,Massachusetts,Male,56,4,99340.83,1,0,0,4523.74,no,high_risk
802,New York,Female,41,4,90757.64,2,0,1,169183.66,yes,low_risk
561,New York,Male,32,6,166824.59,1,1,0,139451.98,yes,low_risk
727,California,Male,28,5,0.0,2,0,1,19653.08,yes,low_risk
527,California,Male,39,4,0.0,2,1,0,167183.07,no,high_risk
432,Texas,Male,38,2,135559.8,2,1,1,71856.3,yes,low_risk
711,Florida,Male,36,8,0.0,2,1,0,55207.41,yes,low_risk
716,Hawaii,Female,29,10,87946.39,1,1,1,182531.74,yes,low_risk
678,California,Male,28,2,109137.12,1,1,1,58814.41,yes,low_risk
787,Florida,Female,39,7,171646.76,1,0,1,100791.36,yes,low_risk
579,Texas,Female,64,6,145215.43,1,1,1,164083.72,yes,low_risk
785,California,Female,34,9,70302.48,1,1,1,68600.36,yes,low_risk
667,California,Male,40,9,0.0,1,1,1,96670.2,yes,low_risk
723,Hawaii,Female,20,4,0.0,2,1,1,140385.33,yes,low_risk
565,New York,Male,59,9,69129.59,1,1,1,170705.53,yes,low_risk
695,Florida,Male,46,3,122549.64,1,1,1,56297.85,yes,low_risk
850,Texas,Male,38,7,101985.81,2,0,0,43801.27,yes,low_risk
563,Florida,Male,61,1,82182.1,1,1,0,106826.92,no,high_risk
777,Hawaii,Male,43,1,0.0,2,1,0,21785.91,yes,low_risk
646,New York,Female,29,4,105957.44,1,1,0,15470.91,yes,low_risk
596,Florida,Nonbinary,29,6,0.0,2,1,0,116696.77,yes,low_risk
621,Florida,Male,39,8,0.0,2,1,0,36122.96,yes,low_risk
519,Hawaii,Male,39,2,112957.26,2,1,0,97593.16,yes,low_risk
699,Texas,Nonbinary,31,10,125837.86,2,1,0,189392.66,yes,low_risk
824,Massachusetts,Female,38,3,0.0,2,1,0,192800.25,yes,low_risk
512,California,Female,36,3,84327.77,2,1,0,17675.36,yes,low_risk
574,Florida,Male,36,1,0.0,2,0,1,71709.12,yes,low_risk
688,Massachusetts,Female,46,8,155681.72,1,1,0,26287.21,yes,low_risk
568,Florida,Male,27,5,126815.97,2,0,1,118648.12,yes,low_risk
703,California,Female,40,7,0.0,2,0,1,122518.5,yes,low_risk
625,Florida,Female,49,2,80816.45,1,1,1,20018.79,yes,low_risk
652,Florida,Male,71,4,0.0,1,1,1,120107.1,yes,low_risk
550,Massachusetts,Male,45,0,0.0,2,0,1,70399.71,yes,low_risk
667,Hawaii,Male,33,4,0.0,2,1,1,131834.75,yes,low_risk
615,Hawaii,Male,39,4,133707.09,1,1,1,108152.75,yes,low_risk
700,California,Male,38,9,65962.63,1,1,1,100950.48,yes,low_risk
566,Texas,Female,35,1,123042.0,1,1,0,66245.44,no,high_risk
809,Massachusetts,Female,48,2,0.0,1,1,0,160976.85,no,high_risk
677,Massachusetts,Male,56,5,123959.97,1,1,1,60590.72,no,high_risk
799,Texas,Nonbinary,39,7,167395.6,2,0,1,139537.43,yes,low_risk
707,California,Male,58,6,89685.92,1,0,1,126471.13,yes,low_risk
697,California,Male,32,7,175464.85,3,1,0,116442.42,no,high_risk
562,California,Female,51,1,124662.54,1,1,1,65390.46,no,high_risk
717,Massachusetts,Female,34,1,0.0,2,1,0,119313.74,yes,low_risk
658,Hawaii,Female,40,5,143566.12,1,1,1,189607.71,yes,low_risk
647,Massachusetts,Male,33,7,121260.19,2,1,0,77216.48,yes,low_risk
430,California,Male,35,1,118894.22,1,0,0,2923.61,yes,low_risk
638,Florida,Male,44,9,77637.35,2,1,1,111346.22,yes,low_risk
531,California,Male,31,3,96288.26,1,1,0,56794.73,yes,low_risk
640,Florida,Female,34,3,77826.8,1,1,1,168544.85,yes,low_risk
780,California,Female,37,3,0.0,2,0,0,182156.81,no,high_risk
653,New York,Female,37,3,125734.2,2,1,0,134625.09,no,high_risk
598,New York,Female,27,10,171283.91,1,1,1,84136.12,yes,low_risk
800,California,Female,29,2,0.0,2,0,0,167773.55,yes,low_risk
501,California,Male,40,4,125832.2,1,1,1,100433.83,yes,low_risk
800,Florida,Male,38,9,0.0,1,1,0,78744.39,yes,low_risk
660,Texas,Male,24,5,85089.3,1,1,1,71638.0,yes,low_risk
558,Hawaii,Male,38,8,113000.92,1,1,1,152872.39,yes,low_risk
533,New York,Male,38,4,70362.52,2,1,1,104189.46,yes,low_risk
771,New York,Female,38,5,137657.71,2,1,0,72985.61,yes,low_risk
632,New York,Female,41,3,81877.38,1,1,1,33642.21,yes,low_risk
678,Hawaii,Male,28,2,109137.12,1,1,1,58814.41,yes,low_risk
760,New York,Nonbinary,34,6,121303.77,2,1,1,59325.21,yes,low_risk
591,Florida,Male,30,8,124857.69,2,0,0,50485.7,yes,low_risk
581,California,Female,24,3,95508.2,1,1,1,45755.0,yes,low_risk
606,Massachusetts,Female,23,10,70417.79,1,0,1,90896.04,yes,low_risk
414,Massachusetts,Male,60,3,0.0,2,1,1,93844.82,yes,low_risk
666,New York,Male,30,3,110153.27,1,0,1,74849.46,yes,low_risk
529,Hawaii,Male,22,5,0.0,1,1,0,151169.83,yes,low_risk
785,Hawaii,Female,38,1,0.0,1,1,0,134964.85,no,high_risk
763,Texas,Female,32,1,108465.65,2,1,0,60552.44,no,high_risk
748,California,Male,34,5,84009.47,1,1,1,137001.1,yes,low_risk
606,Hawaii,Male,36,1,155655.46,1,1,1,192387.51,no,high_risk
624,Florida,Female,34,6,0.0,1,1,0,582.59,no,high_risk
748,Hawaii,Male,60,0,152335.7,1,1,0,126743.33,no,high_risk
503,California,Female,28,5,0.0,2,1,0,125918.17,yes,low_risk
677,California,Male,30,1,78133.15,1,0,1,174225.88,yes,low_risk
504,Florida,Male,34,0,54980.81,1,1,1,136909.88,yes,low_risk
594,Texas,Female,21,2,87096.82,2,1,0,168186.11,yes,low_risk
832,Texas,Female,40,9,107648.94,2,1,1,134638.97,yes,low_risk
661,New York,Male,35,8,124098.54,1,1,0,86678.48,yes,low_risk
771,California,Female,66,7,143773.07,1,1,1,130827.88,yes,low_risk
582,Hawaii,Male,52,2,151457.88,1,0,1,40893.61,yes,low_risk
604,Hawaii,Male,26,8,149542.52,2,0,1,197911.52,yes,low_risk
606,New York,Female,27,6,172310.33,1,0,1,111448.92,yes,low_risk
519,Hawaii,Female,38,7,125328.56,1,1,0,188225.67,yes,low_risk
653,Florida,Male,30,4,0.0,2,1,0,120736.04,yes,low_risk
629,Hawaii,Female,33,6,0.0,2,1,1,59129.72,yes,low_risk
787,Hawaii,Male,25,5,0.0,2,1,0,47307.9,yes,low_risk
769,California,Female,39,8,0.0,1,0,1,21016.0,yes,low_risk
658,New York,Male,31,2,77082.65,2,0,0,13482.28,yes,low_risk
657,Massachusetts,Male,42,5,41473.33,1,1,0,112979.6,no,high_risk
513,Massachusetts,Male,72,3,98903.06,1,1,1,81251.24,yes,low_risk
420,Massachusetts,Female,55,4,91893.32,1,1,0,144870.28,no,high_risk
569,New York,Female,32,8,145330.43,1,1,1,132038.65,yes,low_risk
603,California,Male,43,5,127823.93,1,1,1,19483.35,yes,low_risk
633,New York,Male,40,5,86172.81,2,1,1,117279.49,yes,low_risk
478,Florida,Male,48,0,83287.05,2,0,1,44147.95,no,high_risk
659,Massachusetts,Male,32,3,107594.11,2,1,1,102416.84,yes,low_risk
727,California,Male,18,4,133550.67,1,1,1,46941.41,yes,low_risk
736,Florida,Female,28,2,0.0,2,1,1,117431.1,yes,low_risk
842,Hawaii,Female,37,4,132446.08,2,1,0,87071.18,no,high_risk
565,New York,Female,32,9,68067.24,1,1,0,143287.58,yes,low_risk
518,California,Female,38,10,84764.79,1,1,1,162253.9,yes,low_risk
535,Massachusetts,Male,48,9,109472.47,1,1,0,157358.43,no,high_risk
756,Hawaii,Male,31,10,122647.32,1,0,0,61666.87,yes,low_risk
730,Hawaii,Female,22,9,65763.57,1,1,1,145792.01,yes,low_risk
604,California,Male,40,1,84315.02,1,0,0,36209.1,yes,low_risk
822,Hawaii,Nonbinary,37,3,105563.0,1,1,0,182624.93,yes,low_risk
818,California,Female,31,1,186796.37,1,0,0,178252.63,yes,low_risk
559,California,Female,43,1,0.0,1,0,1,86634.3,yes,low_risk
544,California,Female,64,3,124043.8,1,1,1,111402.97,no,high_risk
410,New York,Female,50,2,102278.79,2,1,0,89822.48,yes,low_risk
678,Massachusetts,Female,39,6,0.0,1,0,1,185366.56,yes,low_risk
752,California,Male,39,3,0.0,1,1,0,188187.05,yes,low_risk
514,California,Male,38,4,112230.38,1,1,0,16717.11,no,high_risk
628,California,Female,45,8,0.0,2,1,0,193903.06,yes,low_risk
619,California,Female,38,3,0.0,2,0,1,116467.35,yes,low_risk
714,New York,Male,54,4,137986.58,2,0,1,51308.54,no,high_risk
649,California,Male,47,1,0.0,2,1,1,145593.85,yes,low_risk
639,California,Female,27,2,0.0,2,0,0,125244.18,yes,low_risk
850,Massachusetts,Female,23,9,143054.85,1,0,1,62980.96,yes,low_risk
635,California,Male,29,1,0.0,1,0,1,24865.54,yes,low_risk
706,Texas,Male,38,5,163034.82,2,1,1,135662.17,yes,low_risk
641,California,Female,52,4,0.0,1,1,0,90964.54,no,high_risk
622,California,Male,41,2,127087.06,1,1,0,102402.91,no,high_risk
687,Hawaii,Male,39,7,0.0,2,1,0,26848.25,yes,low_risk
790,Massachusetts,Male,32,3,0.0,1,1,0,91044.47,yes,low_risk
717,New York,Female,64,10,98362.35,2,1,1,21630.21,yes,low_risk
499,Massachusetts,Male,39,6,0.0,2,1,1,81409.0,yes,low_risk
593,Florida,Male,26,9,76226.9,1,1,0,167564.82,yes,low_risk
682,Hawaii,Male,61,10,73688.2,1,1,1,172141.33,yes,low_risk
687,Florida,Male,35,8,100988.39,2,1,0,22247.27,yes,low_risk
663,New York,Female,36,6,77253.5,1,0,0,35817.97,no,high_risk
551,Massachusetts,Male,76,2,128410.71,2,1,1,181718.73,yes,low_risk
752,California,Male,49,2,78653.84,1,1,0,7698.6,yes,low_risk
792,California,Male,50,9,0.0,4,1,1,194700.81,no,high_risk
756,Texas,Male,27,1,131899.0,1,1,0,93302.29,yes,low_risk
530,Texas,Female,42,0,99948.45,1,0,1,97338.62,yes,low_risk
749,Florida,Male,34,2,0.0,1,0,0,174189.04,no,high_risk
624,Florida,Female,36,0,0.0,2,1,0,111605.9,yes,low_risk
664,Texas,Female,49,5,127421.78,2,1,0,108876.75,no,high_risk
637,New York,Male,28,3,123675.69,1,1,1,166458.41,yes,low_risk
720,Massachusetts,Male,33,6,97188.62,1,0,0,91881.29,yes,low_risk
788,Florida,Female,70,1,0.0,2,1,1,41610.62,yes,low_risk
520,Massachusetts,Female,42,6,0.0,2,1,1,34410.55,yes,low_risk
675,Massachusetts,Male,66,5,115654.47,2,1,1,131970.86,yes,low_risk
652,California,Male,36,1,0.0,2,1,1,151314.98,yes,low_risk
674,Florida,Female,41,4,126605.14,1,1,1,166694.93,yes,low_risk
552,California,Male,42,9,133701.07,2,1,0,101069.71,no,high_risk
798,Hawaii,Female,60,6,96956.1,1,1,0,31907.44,no,high_risk
567,New York,Male,40,7,122265.24,1,1,0,138552.74,yes,low_risk
